num,id,label,info
126,u21447363,human,1
127,u34430522,human,1
128,u273452117,human,1
129,u1108472017144201216,human,1
130,u216935219,bot,2
131,u471741741,human,1
132,u50393960,human,1
133,u1094649075021107200,bot,2
134,u818928162449068032,human,1
135,u422201803,human,1
136,u894527124,bot,2
137,u29458079,human,1
138,u272395158,human,1
139,u1268970789883314180,bot,2
140,u38495835,human,1
141,u39344374,human,1
142,u43017766,human,1
143,u18180495,bot,2
144,u3420965229,human,1
145,u140750163,human,1
146,u18462058,bot,2
147,u722586421622611968,bot,2
148,u14982804,human,1
149,u786309892990574592,human,1
150,u19739126,human,1
151,u1066820433721331714,human,1
152,u151123001,human,1
153,u40793905,bot,2
154,u885487044243238912,human,1
155,u528999980,bot,2
156,u788752007246905344,human,1
157,u450235955,bot,2
158,u15254807,human,1
159,u913308968809672705,bot,2
160,u18080969,human,1
161,u1864924758,bot,2
162,u199854295,human,1
163,u18228898,human,1
164,u112764971,human,1
165,u1170215895895089153,human,1
166,u14957318,human,1
167,u15485441,human,1
168,u3309200134,human,1
169,u295833852,human,1
170,u1270520908592099329,human,1
171,u384951307,human,1
172,u720293443260456960,human,1
173,u173744348,human,1
174,u90836187,human,1
175,u34927577,human,1
176,u1154147577014734854,bot,2
177,u30621351,human,1
178,u23937786,bot,2
179,u45662364,human,1
180,u36218435,human,1
181,u1274612817820356608,bot,2
182,u27000730,human,1
183,u16882335,bot,2
184,u5509762,human,1
185,u595515713,human,1
186,u965590040,human,1
187,u25101996,human,1
188,u16174854,bot,2
189,u1293914509476679681,human,1
190,u842071545296084992,human,1
191,u3431530511,human,1
192,u96948912,human,1
193,u145711798,human,1
194,u456095936,human,1
195,u51990743,bot,2
196,u28614550,human,1
197,u900528228745478145,human,1
198,u20567939,human,1
199,u1209738691096301568,human,1
200,u11348282,human,1
201,u1284223303868198914,bot,2
202,u851526166100029442,human,1
203,u2541363451,human,1
204,u779898205,human,1
205,u145535271,human,1
206,u857250949110300676,human,1
207,u2617066206,human,1
208,u79581485,bot,2
209,u28785486,human,1
210,u34507480,human,1
211,u14980820,human,1
212,u2467791,human,1
213,u18166778,human,1
214,u16334281,human,1
215,u216065430,human,1
216,u357606935,human,1
217,u14364779,human,1
218,u259379883,human,1
219,u122658025,human,1
220,u1346439824,human,1
221,u14130366,human,1
222,u205938621,human,1
223,u35827739,bot,2
224,u3932768472,human,1
225,u890891,human,1
226,u823638938590085124,human,1
227,u46973152,human,1
228,u276445663,human,1
229,u50769180,human,1
230,u1754641,bot,2
231,u36065771,human,1
232,u702576038,human,1
233,u1140041857,bot,2
234,u63796828,human,1
235,u822215679726100480,human,1
236,u1297740366318313472,human,1
237,u19583545,human,1
238,u49698134,human,1
239,u264316796,human,1
240,u13850422,human,1
241,u950165300,human,1
242,u16331010,human,1
243,u2326377163,bot,2
244,u3004231,human,1
245,u612473,human,1
246,u219617448,human,1
247,u19956026,human,1
248,u69079291,bot,2
249,u744476125695455232,bot,2
250,u2558684335,human,1
251,u101532373,human,1
252,u1118981037944500224,bot,2
253,u14839147,human,1
254,u2375182790,human,1
255,u835833765033291777,human,1
256,u104040220,human,1
257,u51241574,human,1
258,u84457849,bot,2
259,u729676086632656900,human,1
260,u322293052,human,1
261,u39364684,human,1
262,u988573326376427520,human,1
263,u2935489123,human,1
264,u250037542,bot,2
265,u135421739,human,1
266,u1092088353439264769,human,1
267,u16664681,human,1
268,u328406897,human,1
269,u72631996,human,1
270,u145879277,bot,2
271,u71201743,human,1
272,u588200416,human,1
273,u22938914,human,1
274,u1216971385777664005,human,1
275,u309052808,bot,2
276,u26270971,human,1
277,u2838662525,human,1
278,u93069110,human,1
279,u245963716,human,1
280,u18839785,human,1
281,u44196397,human,1
282,u1153045459,human,1
283,u1297256029973954560,human,1
284,u93070840,bot,2
285,u1289004691079274496,bot,2
286,u1115965900199534594,human,1
287,u25676606,human,1
288,u14673907,bot,2
289,u1285129147581214722,bot,2
290,u1072996442,bot,2
291,u19230601,human,1
292,u23603092,human,1
293,u236597458,bot,2
294,u37011822,bot,2
295,u471352249,bot,2
296,u358226078,bot,2
297,u1251920160342056962,bot,2
298,u33792634,human,1
299,u1296445798650126341,bot,2
300,u1042463396128583681,human,1
301,u970207298,human,1
302,u1297012590875312129,bot,2
303,u1297887174176788481,human,1
304,u5392522,human,1
305,u47786101,human,1
306,u1295688941056786432,bot,2
307,u1297354304798375936,bot,2
308,u26487169,human,1
309,u240802366,human,1
310,u50826280,human,1
311,u826924399383150592,bot,2
312,u2584178156,human,1
313,u7744592,human,1
314,u42389136,human,1
315,u1187679030582972417,human,1
316,u3045608319,human,1
317,u742143,human,1
318,u818876014390603776,human,1
319,u1194614117543243777,human,1
320,u108568373,human,1
321,u37637826,bot,2
322,u825573340253450244,bot,2
323,u2326857668,human,1
324,u247723476,human,1
325,u1158691610776887296,bot,2
326,u1373054690,bot,2
327,u877807935493033984,human,1
328,u1283358278076882944,bot,2
329,u955912704002351104,bot,2
330,u23783692,human,1
331,u172414996,human,1
332,u1279617214459469824,human,1
333,u125441553,bot,2
334,u15811181,human,1
335,u325830217,human,1
336,u158487331,human,1
337,u57987347,bot,2
338,u1330457336,human,1
339,u28414319,human,1
340,u823083,bot,2
341,u33041426,human,1
342,u50374439,human,1
343,u18948923,bot,2
344,u166739404,human,1
345,u14573900,human,1
346,u138372303,human,1
347,u22756947,bot,2
348,u1964571728,human,1
349,u936367565437157376,human,1
350,u954609672853643264,bot,2
351,u38164846,human,1
352,u25460615,human,1
353,u309366491,human,1
354,u39275966,human,1
355,u1228320788,human,1
356,u788524,human,1
357,u2421079436,human,1
358,u17919972,human,1
359,u1292335003758559234,bot,2
360,u17471979,human,1
361,u1150409755342573569,human,1
362,u1900999764,human,1
363,u1618884925,bot,2
364,u310111388,bot,2
365,u863808288789590017,bot,2
366,u68034431,human,1
367,u1884529722,bot,2
368,u1255195409623904256,bot,2
369,u1275874445601595392,human,1
370,u1314883734,human,1
371,u2363965196,bot,2
372,u1257958717322072064,human,1
373,u138203134,human,1
374,u76658323,human,1
375,u278146795,human,1
376,u87719807,human,1
377,u3855911,bot,2
378,u807220518,bot,2
379,u7587032,human,1
380,u428333,human,1
381,u69755180,bot,2
382,u6708952,human,1
383,u814386998140174336,bot,2
384,u1133445477536542720,bot,2
385,u1603882129,human,1
386,u111141045,human,1
387,u3298340918,human,1
388,u28422142,human,1
389,u24828946,bot,2
390,u17230018,human,1
391,u595689564,bot,2
392,u14740219,human,1
393,u25330246,human,1
394,u316033903,bot,2
395,u20015311,human,1
396,u325652151,bot,2
397,u169940719,bot,2
398,u1199104189374316544,bot,2
399,u15241557,human,1
400,u2793952751,human,1
401,u44282068,bot,2
402,u1242819338886877184,human,1
403,u49305802,bot,2
404,u2244994945,human,1
405,u2161606332,bot,2
406,u41931916,human,1
407,u980573135220113408,human,1
408,u15670515,human,1
409,u28406270,human,1
410,u3065618342,human,1
411,u148343494,human,1
412,u730752382691364864,bot,2
413,u142157505,human,1
414,u1406619086,human,1
415,u790201548739534853,bot,2
416,u185142711,human,1
417,u1268871758347558912,bot,2
418,u15506669,human,1
419,u768088519088668672,bot,2
420,u12,human,1
421,u460703687,bot,2
422,u49954421,bot,2
423,u2714290906,bot,2
424,u14412533,human,1
425,u1527698995,bot,2
426,u10441,bot,2
427,u54040314,human,1
428,u5768872,human,1
429,u218078497,human,1
430,u2217998766,human,1
431,u1026111586652631041,bot,2
432,u4578679955,bot,2
433,u2558843462,bot,2
434,u51263592,human,1
435,u19084896,human,1
436,u31348594,human,1
437,u346878074,human,1
438,u1248672392639119360,human,1
439,u2896946410,bot,2
440,u627673190,human,1
441,u933737516,human,1
442,u2577476334,human,1
443,u29873662,human,1
444,u15808765,human,1
445,u1247630011043061764,human,1
446,u29734071,bot,2
447,u29840295,human,1
448,u185397039,bot,2
449,u21001534,human,1
450,u702207062,bot,2
451,u572373159,bot,2
452,u62614267,human,1
453,u13298072,human,1
454,u1549457101,bot,2
455,u70363441,human,1
456,u12447792,human,1
457,u923088309445906433,bot,2
458,u550202880,human,1
459,u20498872,human,1
460,u1297608510599987210,bot,2
461,u17475575,human,1
462,u556130277,human,1
463,u1261273216686813184,bot,2
464,u301309392,human,1
465,u1278399152590737409,human,1
466,u2270465620,bot,2
467,u5988062,human,1
468,u21925400,bot,2
469,u219248343,human,1
470,u214620546,human,1
471,u1636590253,human,1
472,u155878576,bot,2
473,u820744644497641473,bot,2
474,u447062632,bot,2
475,u17602896,human,1
476,u279400382,bot,2
477,u792119786,bot,2
478,u234051381,human,1
479,u40519997,human,1
480,u3315713812,bot,2
481,u283080153,human,1
482,u500704345,human,1
483,u36686040,human,1
484,u198975780,human,1
485,u1036526562,bot,2
486,u2835606110,bot,2
487,u1087750770148159490,bot,2
488,u2879463024,bot,2
489,u114830976,human,1
490,u1489703012,bot,2
491,u2893511188,human,1
492,u17220817,human,1
493,u29501253,human,1
494,u564000560,human,1
495,u196494476,bot,2
496,u815443022011834368,bot,2
497,u1246391614546853900,bot,2
498,u816653,human,1
499,u130371704,human,1
500,u630788634,human,1
501,u4798685026,bot,2
502,u15754281,human,1
503,u102141753,bot,2
504,u855081857284792320,human,1
505,u147441627,human,1
506,u2838456199,human,1
507,u1221972865,bot,2
508,u56569906,bot,2
509,u965474152453943296,bot,2
510,u18785482,bot,2
511,u74319127,bot,2
512,u1106579662136901633,human,1
513,u2875477562,human,1
514,u295674527,human,1
515,u512613427,human,1
516,u18200480,bot,2
517,u14222536,human,1
518,u14392222,bot,2
519,u248917209,human,1
520,u25613925,human,1
521,u1119512469850877957,bot,2
522,u329247331,bot,2
523,u16072058,human,1
524,u3388886177,bot,2
525,u383725805,bot,2
526,u1060820024632332290,bot,2
527,u1087423635772657664,bot,2
528,u800054127682342912,bot,2
529,u350118701,human,1
530,u15327565,bot,2
531,u884808295181160449,human,1
532,u180505807,human,1
533,u986334204698025984,bot,2
534,u85741735,human,1
535,u1224641811072765952,human,1
536,u35206553,human,1
537,u19795597,human,1
538,u11856892,human,1
539,u983804207827472385,human,1
540,u2425151,human,1
541,u231726733,bot,2
542,u818503099,human,1
543,u517077573,human,1
544,u1192805011954159616,bot,2
545,u2097571,human,1
546,u18148907,human,1
547,u53925101,human,1
548,u4898091,human,1
549,u20793816,human,1
550,u54951973,human,1
551,u2217416046,bot,2
552,u818902172347678720,human,1
553,u378221899,bot,2
554,u2485828098,bot,2
555,u19923144,human,1
556,u893685430779957249,bot,2
557,u1007298607,human,1
558,u269865906,bot,2
559,u19980499,human,1
560,u15276225,human,1
561,u66780587,human,1
562,u1269427146277216256,human,1
563,u344801362,human,1
564,u24223641,human,1
565,u18948541,human,1
566,u1723233727,human,1
567,u1513756614,bot,2
568,u19566104,bot,2
569,u2936714848,human,1
570,u18771370,human,1
571,u74286565,human,1
572,u79714650,human,1
573,u15227791,human,1
574,u705290341004550145,bot,2
575,u769869708359237632,human,1
576,u504254599,bot,2
577,u291428614,human,1
578,u29307276,human,1
579,u18222378,human,1
580,u31652974,human,1
581,u17300576,human,1
582,u996282520542072832,bot,2
583,u255176423,bot,2
584,u1003751744822759425,bot,2
585,u754860209877688320,human,1
586,u136811210,bot,2
587,u326031474,bot,2
588,u78194111,human,1
589,u262633239,human,1
590,u1441928208,human,1
591,u1149844590146572288,human,1
592,u147787042,human,1
593,u12266442,human,1
594,u214201922,human,1
595,u2422665828,human,1
596,u1296022190622679040,human,1
597,u819543872883884032,human,1
598,u1248886320035848193,human,1
599,u358546943,human,1
600,u1213547487039873025,bot,2
601,u704356884636164096,human,1
602,u226944459,human,1
603,u1216721118368878592,bot,2
604,u18222599,human,1
605,u830908366377611266,human,1
606,u17899109,human,1
607,u19955482,human,1
608,u4634641273,bot,2
609,u353345238,bot,2
610,u1255066195235143681,bot,2
611,u1031715696286281730,bot,2
612,u818283514068017152,human,1
613,u1178259705984094209,bot,2
614,u857619919,human,1
615,u1063034450,human,1
616,u35936474,human,1
617,u1118555288112697345,bot,2
618,u1171199833895591939,human,1
619,u1273053994986934273,human,1
620,u4140881832,human,1
621,u26703925,bot,2
622,u320529874,human,1
623,u2163885564,human,1
624,u42519612,human,1
625,u2842841126,human,1
626,u2339333214,human,1
627,u574668919,bot,2
628,u1059194370,human,1
629,u1065057521231110144,bot,2
630,u2557521,human,1
631,u152590667,bot,2
632,u1083544133967310848,human,1
633,u475352813,bot,2
634,u1173227385099083779,bot,2
635,u112047805,human,1
636,u38532460,human,1
637,u811350,human,1
638,u1284345574641344512,human,1
639,u1156866230,human,1
640,u429247237,human,1
641,u1251557758413017089,bot,2
642,u381690659,bot,2
643,u27638671,bot,2
644,u3167789983,human,1
645,u1072865368975171585,human,1
646,u852025319447871488,bot,2
647,u1270252858600906752,human,1
648,u131928174,human,1
649,u1901546563,human,1
650,u1220410068291801088,human,1
651,u294712456,bot,2
652,u18610936,human,1
653,u1247852843782017024,human,1
654,u66369206,human,1
655,u426611317,bot,2
656,u279390084,bot,2
657,u137775043,bot,2
658,u1169715511787212802,human,1
659,u1073075100679892993,bot,2
660,u1253633787046629377,bot,2
661,u335011103,human,1
662,u1178328895273279490,bot,2
663,u485307941,bot,2
664,u52422878,human,1
665,u1283360235474882560,human,1
666,u85452649,human,1
667,u54938044,human,1
668,u1096048965492068352,bot,2
669,u2371056312,bot,2
670,u81344005,bot,2
671,u30287715,human,1
672,u25365536,human,1
673,u45279311,human,1
674,u341141967,bot,2
675,u268414482,human,1
676,u425871040,human,1
677,u379553892,bot,2
678,u913812620,human,1
679,u1153815312791474176,bot,2
680,u183040790,human,1
681,u567010052,human,1
682,u1117786405,human,1
683,u1298175983586082816,bot,2
684,u30047168,human,1
685,u1228104082512105473,bot,2
686,u1241912439232499714,bot,2
687,u338084918,human,1
688,u1070196916628017153,human,1
689,u573876778,bot,2
690,u1059087512021426182,human,1
691,u1590226885,bot,2
692,u964446415769530368,human,1
693,u343627165,human,1
694,u182573602,bot,2
695,u1100208907975307264,bot,2
696,u22276746,bot,2
697,u1278542023167930373,bot,2
698,u511107301,bot,2
699,u40636290,bot,2
700,u314270661,bot,2
701,u423868716,human,1
702,u3403882361,bot,2
703,u23369458,human,1
704,u2998635267,bot,2
705,u2401980110,human,1
706,u133880286,human,1
707,u24719760,human,1
708,u197122266,bot,2
709,u27673684,human,1
710,u911621878778916865,bot,2
711,u48187006,bot,2
712,u46597488,human,1
713,u42562446,human,1
714,u353178677,human,1
715,u787714178282844161,human,1
716,u19272244,human,1
717,u1954619760,human,1
718,u2750178187,human,1
719,u263939125,bot,2
720,u19397785,human,1
721,u245065992,human,1
722,u2388143217,bot,2
723,u26589987,human,1
724,u2961233080,bot,2
725,u861742895036080129,bot,2
726,u30495613,human,1
727,u1071391706023714816,bot,2
728,u21020832,bot,2
729,u272523714,human,1
730,u888121704555266049,human,1
731,u2228878592,human,1
732,u1269282164568358914,bot,2
733,u1488914047,human,1
734,u407943908,bot,2
735,u811941728,human,1
736,u18863815,human,1
737,u1265300412216815616,bot,2
738,u1264013432929435648,bot,2
739,u1072993274,human,1
740,u1260569394310197250,human,1
741,u60854650,human,1
742,u2279776304,human,1
743,u108471631,human,1
744,u45887164,human,1
745,u971830843713949697,bot,2
746,u1011562866,bot,2
747,u34296488,bot,2
748,u20265254,human,1
749,u106823281,human,1
750,u1022082131730685952,human,1
751,u2884909108,human,1
752,u183349235,human,1
753,u1060588506899247104,bot,2
754,u1092589796877320192,human,1
755,u1089628234075987969,human,1
756,u1288247592502136832,human,1
757,u811740950942875649,bot,2
758,u34331045,human,1
759,u1039833297751302144,bot,2
760,u3424010113,bot,2
761,u34613288,human,1
762,u446417791,bot,2
763,u32660559,human,1
764,u1147419414511460352,bot,2
765,u248900032,human,1
766,u2561942344,bot,2
767,u1249889062233747456,human,1
768,u1149206376,bot,2
769,u21278412,human,1
770,u1281322726406254593,human,1
771,u1686815630,bot,2
772,u83708220,bot,2
773,u166747718,human,1
774,u1554808375,bot,2
775,u68087896,human,1
776,u20566864,human,1
777,u726233265552654336,bot,2
778,u1269637164049952770,human,1
779,u1100235886648684545,human,1
780,u140118545,human,1
781,u23827692,human,1
782,u177788602,bot,2
783,u373157754,bot,2
784,u23375688,human,1
785,u171165627,human,1
786,u27781680,human,1
787,u4356216614,human,1
788,u1240505485884895232,human,1
789,u21247989,human,1
790,u1177194153710686209,human,1
791,u27530178,human,1
792,u1137544038859649025,bot,2
793,u181572333,human,1
794,u17169320,human,1
795,u98416614,human,1
796,u867439291,bot,2
797,u15441965,human,1
798,u272985460,human,1
799,u331709752,bot,2
800,u4832790886,human,1
801,u890841483145867264,human,1
802,u515922423,bot,2
803,u1315298502,human,1
804,u264691074,human,1
805,u1112548237993537539,bot,2
806,u1232130797525782528,human,1
807,u560350106,human,1
808,u292577345,human,1
809,u1277391532505681921,bot,2
810,u3108351,human,1
811,u23884517,human,1
812,u1102918716348657664,human,1
813,u66753565,human,1
814,u840862392,bot,2
815,u3017957005,bot,2
816,u15224867,human,1
817,u25098482,human,1
818,u116341480,human,1
819,u41321699,human,1
820,u156132825,human,1
821,u1289028644862664704,bot,2
822,u19252079,bot,2
823,u137129117,bot,2
824,u34157977,human,1
825,u14075928,human,1
826,u2194675164,bot,2
827,u635884152,human,1
828,u27115071,human,1
829,u785651770697523200,human,1
830,u189081669,bot,2
831,u785838015675568128,human,1
832,u56518880,human,1
833,u2565956698,bot,2
834,u23497233,human,1
835,u1138503960,human,1
836,u26588937,human,1
837,u24165761,human,1
838,u801874623176511488,human,1
839,u3429950987,bot,2
840,u162614420,human,1
841,u362205507,bot,2
842,u255792011,human,1
843,u189987996,human,1
844,u334468453,human,1
845,u276254736,human,1
846,u2940430543,human,1
847,u2608333754,human,1
848,u3429979499,bot,2
849,u298398992,human,1
850,u253015997,bot,2
851,u725078455264530432,human,1
852,u245151455,human,1
853,u232518420,human,1
854,u997914902323974156,bot,2
855,u1013634584448196608,bot,2
856,u753617640355012608,human,1
857,u131047357,bot,2
858,u300114634,human,1
859,u151198065,human,1
860,u25319414,human,1
861,u46422645,human,1
862,u1164210936825204736,bot,2
863,u120215659,bot,2
864,u3400030269,human,1
865,u246571305,human,1
866,u714591458,human,1
867,u951400452989603840,human,1
868,u468050236,bot,2
869,u16302242,human,1
870,u1293637660892962818,human,1
871,u852149624911650816,human,1
872,u193494089,human,1
873,u909102066,human,1
874,u183310940,human,1
875,u35999306,human,1
876,u982038652363726850,human,1
877,u994727755509051392,human,1
878,u915789565,human,1
879,u24529777,human,1
880,u564768792,human,1
881,u592197437,bot,2
882,u114875977,bot,2
883,u1001898595988144129,bot,2
884,u260658183,bot,2
885,u265483421,human,1
886,u1150447252537794560,bot,2
887,u240664869,human,1
888,u1269941926326939649,human,1
889,u1154469864721014784,human,1
890,u29333114,human,1
891,u449474803,bot,2
892,u288956125,human,1
893,u1075838110947295232,human,1
894,u193095044,human,1
895,u493278212,human,1
896,u778341409313042432,bot,2
897,u92818443,human,1
898,u506591368,bot,2
899,u304033734,bot,2
900,u54631136,bot,2
901,u58531272,human,1
902,u1018437907055628288,human,1
903,u432146658,human,1
904,u718156043528900608,human,1
905,u3177116342,bot,2
906,u1237909050865655809,bot,2
907,u17629860,human,1
908,u1884603416,bot,2
909,u590346965,human,1
910,u163297524,human,1
911,u338299807,human,1
912,u150490233,human,1
913,u1353851779,bot,2
914,u375432789,human,1
915,u326427590,human,1
916,u343331728,human,1
917,u1162632572918292481,human,1
918,u587276464,bot,2
919,u519895910,human,1
920,u2911095315,human,1
921,u1119272907363037184,bot,2
922,u506427309,human,1
923,u3305470938,human,1
924,u717032247354728448,bot,2
925,u42384760,human,1
926,u983507472999747585,bot,2
927,u1000767146748559361,human,1
928,u2296445296,human,1
929,u4662373992,bot,2
930,u1009252744186814466,bot,2
931,u162211380,human,1
932,u940323728650579970,human,1
933,u30251825,bot,2
934,u4325676132,bot,2
935,u26735127,bot,2
936,u42651647,human,1
937,u969691678734016513,human,1
938,u24633013,bot,2
939,u431765325,human,1
940,u185794607,bot,2
941,u19362299,human,1
942,u1064042478,human,1
943,u32455951,human,1
944,u23083404,human,1
945,u826185681961627649,bot,2
946,u3435697407,human,1
947,u1191539502,bot,2
948,u34296189,human,1
949,u460116210,human,1
950,u21867341,human,1
951,u36155311,human,1
952,u251943063,bot,2
953,u58725085,human,1
954,u180503626,human,1
955,u36362259,human,1
956,u2955596087,human,1
957,u124185033,human,1
958,u469591535,human,1
959,u1954262190,human,1
960,u145125358,human,1
961,u15131310,human,1
962,u949645373282406405,human,1
963,u15003029,human,1
964,u48488561,human,1
965,u1298302645325778946,bot,2
966,u56186746,human,1
967,u147966474,human,1
968,u1092219625453113344,bot,2
969,u569858355,human,1
970,u43581945,human,1
971,u293910828,human,1
972,u70663487,human,1
973,u18915240,human,1
974,u24794916,human,1
975,u615805429,bot,2
976,u14681605,human,1
977,u917808689918218240,bot,2
978,u3015740111,human,1
979,u88052073,human,1
980,u22178780,human,1
981,u1142869471289368577,human,1
982,u868654430,human,1
983,u1151894035797336067,bot,2
984,u50811932,human,1
985,u224547753,human,1
986,u1026622505786789888,human,1
987,u1270119578778116101,bot,2
988,u44409004,human,1
989,u806747974223020032,bot,2
990,u624056226,human,1
991,u555653709,human,1
992,u234464298,bot,2
993,u241386301,bot,2
994,u116783706,bot,2
995,u702699422589714432,human,1
996,u183441654,human,1
997,u556132691,bot,2
998,u35094637,human,1
999,u155411974,human,1
1000,u1041705793836339201,bot,2
1001,u819954614,human,1
1002,u234087431,bot,2
1003,u26982602,human,1
1004,u105305397,human,1
1005,u1041065269597286400,human,1
1006,u35982046,human,1
1007,u158126576,human,1
1008,u14504859,human,1
1009,u499426275,human,1
1010,u33995409,human,1
1011,u2243552145,bot,2
1012,u1267649276399755266,bot,2
1013,u1151317050,human,1
1014,u726163383708487680,bot,2
1015,u718126405112999936,bot,2
1016,u36396108,bot,2
1017,u2949841030,bot,2
1018,u1297680658790322176,human,1
1019,u146556805,human,1
1020,u632743835,bot,2
1021,u1293347937813237761,human,1
1022,u104697062,bot,2
1023,u205011174,bot,2
1024,u27147528,human,1
1025,u581301629,human,1
1026,u34419420,bot,2
1027,u1270746887021158400,bot,2
1028,u803694634635579392,bot,2
1029,u147753099,human,1
1030,u1346180581,human,1
1031,u33923443,human,1
1032,u292661043,bot,2
1033,u770122,human,1
1034,u1697842189,bot,2
1035,u171682730,human,1
1036,u57710919,human,1
1037,u22685638,human,1
1038,u82167518,human,1
1039,u552423747,bot,2
1040,u23600262,human,1
1041,u378168381,bot,2
1042,u1008534511540424704,bot,2
1043,u1297891363137216512,bot,2
1044,u839203565050572800,bot,2
1045,u910888750787547137,bot,2
1046,u75854088,bot,2
1047,u1281294820355436544,human,1
1048,u1269594393197019137,bot,2
1049,u449588356,human,1
1050,u774187063,human,1
1051,u1140648348,human,1
1052,u18650093,human,1
1053,u16469686,human,1
1054,u817376852566126593,bot,2
1055,u65551087,human,1
1056,u2847514744,bot,2
1057,u1071255394608140289,human,1
1058,u16802422,bot,2
1059,u1220387247117283332,bot,2
1060,u806006252,bot,2
1061,u1245701887346778112,bot,2
1062,u42970367,bot,2
1063,u43132686,human,1
1064,u17006157,human,1
1065,u115536854,human,1
1066,u600435408,human,1
1067,u2783025822,bot,2
1068,u13657922,human,1
1069,u3368874253,bot,2
1070,u716885930737590272,bot,2
1071,u395682637,bot,2
1072,u2347049341,human,1
1073,u1111450223543500828,bot,2
1074,u23108704,bot,2
1075,u58129278,bot,2
1076,u493661598,bot,2
1077,u2396677714,human,1
1078,u1244387137136603136,bot,2
1079,u1255637844405686273,bot,2
1080,u74820061,human,1
1081,u5120691,human,1
1082,u4575856758,human,1
1083,u24958792,bot,2
1084,u205886080,bot,2
1085,u242862590,human,1
1086,u288232527,bot,2
1087,u891144011959894016,bot,2
1088,u57411021,human,1
1089,u1037321378,human,1
1090,u2829251164,human,1
1091,u1277280391938916352,human,1
1092,u46176168,human,1
1093,u917825706033340419,human,1
1094,u25598396,human,1
1095,u1291776205352574976,bot,2
1096,u1238805207888338946,human,1
1097,u1191766940357996545,bot,2
1098,u1234833141459755008,human,1
1099,u25691712,bot,2
1100,u120176950,human,1
1101,u1288643682493771776,human,1
1102,u248495200,human,1
1103,u1039879658400112640,human,1
1104,u963248234553634816,bot,2
1105,u20631422,human,1
1106,u1058051748,human,1
1107,u204079335,bot,2
1108,u713047690313994242,bot,2
1109,u29442313,human,1
1110,u248735463,human,1
1111,u33563161,human,1
1112,u10657272,human,1
1113,u1062986221117308928,bot,2
1114,u246088673,human,1
1115,u3157899825,bot,2
1116,u993234488305029120,bot,2
1117,u3333055535,human,1
1118,u21111883,human,1
1119,u249863804,human,1
1120,u14159148,human,1
1121,u16170253,human,1
